source,target,weight
add veggie,use chickpea,2
add sauce,add veggie,3
add sauce,use chickpea,2
use chickpea,use tablespoon,2
add cup of quinoa,use tablespoon,4
add cilantro,add cup of quinoa,3
add cup of quinoa,use chickpea,2
use ingredient,use tablespoon,2
add yeast,use macadamia,2
add seasoning,add yeast,2
add teaspoon of dill,add yeast,2
add veggie,add yeast,2
add ice cube,drink kombucha,2
drink kombucha,put bit,2
drink kombucha,use bottle,2
stretch money,wrap ankle weight around leg,2
use pure of extract,wrap ankle weight around leg,2
add pepper,use walnut,2
add spice,add to pot,4
eat diet,put in center,2
add of nutrient,read book,2
fight inflammation,read book,2
add leave to meal,eat food,3
add vegan,use coffee,2
eat throughout week,put recipe in description box,2
put in freezer,use bag,8
use bag,use banana,4
put in freezer,use banana,3
cut into piece,use banana,3
combine oats flax seed meal,use banana,2
add cinnamon,add half of cup,4
add cinnamon,use spoon,3
add apple,use spoon,3
put in refrigerator,use fruit,5
add apple,put in refrigerator,2
add sauce,put cauliflower,5
add sauce,add to bowl,5
add paper confetti for texture shape,put cauliflower,2
add carrot,add sauce,3
put tan,shave leg,3
use coconut oil,use product,5
massage into skin,use product,3
put on face,use product,4
put clothe,use product,2
drink water,use fruit,6
drink glass of water,drink water,4
drink glass of water,drink water throughout day,2
drink water,drink water throughout day,6
drink water,use ton,2
put on skin,use in morning,2
use brush,use cleanser,3
put on skin,use brush,2
put on skin,use cleanser,2
add drop,blend with fingertip,3
add drop,use oil,6
blend with fingertip,use serum,3
blend with fingertip,use oil,3
use for month,use oil,2
add apple,add to taste,2
add apple,add ingredient,3
add apple,stick to bottom,3
add apple,add teaspoon of maple syrup,6
put in oven,use applesauce,2
put in oven,work eraser on deodorant stain,2
put granola,put in oven,4
put in oven,put sheet,2
put in oven,use spoon,4
use hand,use spoon,3
use almond milk,use spoon,4
add chicken,add to bowl,2
put in refrigerator,use paper towel,2
use bag,use paper towel,2
eat in day,use paper towel,2
add to pan,eat in day,2
add ice cube,add peanut butter,3
add coconut amino,use soy milk,2
add sauce,use soy sauce,3
put in container,use paper towel,8
add water,chop cucumber,3
chop cucumber,drink water,3
add onto baking dish,plant seed,2
plant seed,sprinkle bit into pot,2
brush in motion,plant seed,2
stick on countertop,use cleaner,2
wash clothe,wash sheet,3
add onion,add vegetable,2
chop onion,chop veggie,3
chop bell pepper,chop veggie,2
add water,chop veggie,2
use soy sauce,use teaspoon,2
add pepper flake,use teaspoon,2
add ice,put cap,2
add ice,use teaspoon,2
add ice,add of cup,2
add cup of quinoa,add green,4
add green,add sauce,2
add cup of quinoa,add sauce,2
add sauce,add yeast,2
add green powder,add sauce,2
add sauce,add teaspoon of dill,2
set for hour,use vanilla extract,2
pour water,use vanilla extract,2
add boiling water,use recipe,2
add chili powder,add pepper,2
add chili powder,add garlic,3
add accent to collage,add tomato,2
add tomato,use rice pasta,4
add tomato,stick to noodle,2
drink tea,read review,2
use as space meal,use food processor,2
add cup of oats,add sweetness,2
add bit,cook on stove,3
cook on stove,put rice milk,2
add sweetness,put rice milk,2
put rice milk,stir date,2
add spirulina powder,use vanilla extract,2
put rice milk,use vanilla extract,2
add spirulina powder,put rice milk,2
add bit,put rice milk,2
add bit,add to bowl,2
add bit,add topping,2
add to bowl,put rice milk,2
add topping,put rice milk,2
add granny smith apple,put rice milk,2
add sprinkle of hemp seed,put rice milk,2
add cup of oats,put rice milk,3
add to bowl,add topping,4
add cup of oats,add to bowl,10
add cup of oats,add topping,4
add cup of oats,add sprinkle of hemp seed,2
add cinnamon,add cup of oats,11
add cup of oats,chop apple,2
add cup of oats,use banana,9
add cup of oats,put lid,4
cut into piece,put lid,2
put lid,use banana,4
add topping,use banana,6
add topping,put lid,2
add egg,put lid,3
add egg,add topping,2
add egg,use tofu,4
add egg,put in package,2
add egg,add turmeric,2
add salt,add spirulina powder,2
read nutrition label,use protein powder,2
eat in day,read nutrition label,3
drink coffee,eat breakfast,4
eat breakfast,use almond milk,4
drink coffee,use almond milk,3
add yeast,use for pizza,3
add tomato,chop potato,3
add cheese,add tomato,3
add cheese,chop potato,2
add tomato,use tofu,2
kill bird with stone,massage kale,2
add potato,use blender,3
eat with skin,put on side,2
add potato,eat with skin,2
bake potato in oven,eat with skin,2
eat with skin,put in microwave,2
eat with skin,put in oven,2
bake potato in oven,put in oven,2
put in microwave,put in oven,3
put in microwave,use fork,5
poke hole,put in microwave,3
put in toaster,use bread,2
add dressing,add thyme,2
add dressing,add lemon juice,2
add olive oil,use cup of cherry tomato,2
drink tea,use teaspoon,3
add mayonnaise,use chickpea,2
add mayonnaise,add third of cup,2
add third of cup,drain from liquid,2
add third of cup,use chickpea,2
add third of cup,use fork,2
add third of cup,dice stalk of celery,2
add third of cup,add to mixture,2
add to mixture,dice stalk of celery,2
dice stalk of celery,eat salad,3
chop ingredient,dice stalk of celery,2
chop onion,dice stalk of celery,3
add onion,chop ingredient,7
chop ingredient,chop onion,2
add to mixture,put on top,2
put in ziploc bag,put on top,2
eat salad,use sunflower seed,3
add lemon juice,use sunflower seed,2
add to sandwich,eat salad,2
add green,add to sandwich,2
eat salad,put on top,4
put romaine,use in burrito bowl,2
eat dairy,use in burrito bowl,2
put on eye,remove makeup,2
remove makeup,use coconut oil,3
put on eye,use coconut oil,2
put on elbow,use coconut oil,3
cut end,use coconut oil,3
put in bun,wash hair,3
add potato,add to bowl,8
add cup of quinoa,add potato,3
add cup of quinoa,add cup of water,2
add cup of quinoa,chop potato,3
add potato,use paper towel,4
pull lid,use knife,2
cook vegetable,remove stem,2
remove stem,use knife,2
cut into strip,remove stem,2
add salt,add teaspoon of chia seed,2
add omega to dressing,add teaspoon of chia seed,2
add teaspoon of chia seed,add teaspoon of maple syrup,4
add tablespoon of apple cider vinegar,add teaspoon of chia seed,2
add teaspoon of maple syrup,cut into slice,3
add apple,chop apple,9
add apple,cut into slice,2
put in container,use glass container,5
put in refrigerator,put lid,2
add apple,put lid,3
put in refrigerator,stick into bag,3
add apple,use bag,4
stick into bag,use bag,4
add dressing,use bag,2
add green,use bag,2
add vegetable,use bag,9
add teaspoon of cacao powder,use coconut sugar,2
add teaspoon of maple syrup,use coconut sugar,2
add flavor,add teaspoon of cacao powder,2
add teaspoon of cacao powder,add teaspoon of maple syrup,2
add to mixture,stir saucepan,2
add to mixture,use vanilla powder,4
add to mixture,use recipe,3
put granola,use recipe,2
add to mixture,put granola,2
chop into chunk,put granola,3
add of cup,kill bird with stone,2
add of cup,chop into bite size piece,2
add of cup,add sweetener,4
add date,add of cup,4
add of cup,use almond milk,6
add teaspoon of chia seed,add to bowl,2
add cinnamon,add teaspoon of chia seed,4
add cinnamon,eat in morning,2
use bread,use grain rye bread,11
add cilantro,add salt,4
add salt,use lime,4
cut picture,wrap present,2
chop cucumber,pack lunch,2
chop cucumber,pour water,2
pour water,put on top,4
add olive oil,cook vegetable,2
add carrot,put in oven,4
add carrot,add olive oil,2
add olive oil,use palm,2
add salt,use hand,2
stick at edge,use hand,2
add cilantro,use parsley,2
pay attention,set goal,2
write letter,write word,3
pack bag,use bag,4
add veggie,put clove,2
use chickpea,use parsley,2
add cinnamon,use pumpkin seed,2
add cinnamon,put lid,2
add cinnamon,put in refrigerator,2
use chapstick,use for lip,2
use for lip,use on cuticle,4
use for day,wear makeup,3
put on eyelid,use color,5
put lipstick,use for lip,3
drink coffee,use coffee,2
add layer,work way,2
hold for second,wear on way,2
add cup of blueberry,use banana,11
put into folder,use google drive,2
put skeleton in minute,work with doctor,3
put into folder,put skeleton in minute,3
put skeleton in minute,write information for essay,3
set as laptop wallpaper,snap into grid formation,2
open window,use paper,2
add paper confetti for texture shape,use paper,2
use christmas tree,wrap present,2
open eye,wrap present,2
put on top,use chocolate,3
cut along line,fold fabric paper fan,2
wear legging,wear on way,5
use label maker,wrap gift,2
wrap edge,wrap gift,2
combine food group in effort,eat amount,2
use lip balm,wear makeup,2
use primer,wear makeup,2
use foundation,wear turtleneck,2
use foundation,use product,3
use powder,wear makeup,8
use blush,use bronzer,3
open eye,use mascara,2
pack car,use bag,5
put foot,put remote,2
add storage height to desk,put on wall,3
light planet,use airfryer,2
add apple,use planner,2
use calendar,use in way,4
use calendar,use color,2
put in album photo shoot,separate space,2
use brush,wear jean,3
type word,use type,2
connect to home device,put widget,2
use mask,use ring finger,2
brush tooth,push bubble,2
use blanket,use in fall,2
light candle,use in fall,3
add cinnamon,add stevia,2
splash water on face,wear hoodie,2
brush tooth,wear hoodie,3
brush tooth,put contact,5
cry for hour,put contact,2
brush hair,put hair into ponytail,4
use bronzer,use brush,5
use bec cosmetic champagne pop,use brush,4
curl eyelash,use brush,5
use brush,use mascara,4
use brush,use lip balm,2
use bronzer,use mascara,3
curl eyelash,use bec cosmetic champagne pop,2
curl eyelash,use mascara,15
use lip balm,use mascara,2
eat food,eat lunch,2
clean toilet,use in shower,3
clean bathtub,clean toilet,14
steal of kid,use box,2
wear on way,wear shirt,2
fold jean,put clothe,2
fold in half,fold jean,2
fold jean,wrap ankle weight around leg,3
fold jean,squeeze butt,7
fold from bottom,fold jean,3
fold in half,put clothe,4
put clothe,squeeze butt,3
fold in half,squeeze butt,2
squeeze butt,wrap ankle weight around leg,3
fold from bottom,squeeze butt,2
put necklace,squeeze butt,2
put jewelry,put necklace,4
wear bra,wear top,2
clip to side,wear bra,2
clip strap,wear bra,2
clip strap,fold jean,2
fold jean,pull masterpiece,2
blend down neck,fold jean,2
fold jean,wear halter top,2
fold corner,fold jean,2
fold jean,skate on leg,3
fold jean,wear legging,5
put pant,wear legging,3
fold jean,put pant,3
cross calendar,put side,2
cross calendar,put on top,2
cut lace to inch,split stick into hole,2
paint toe color,use cloth,2
use cloth,use iron,5
put under belt,put under eye,2
pull masterpiece,put clothe,2
pay money,put in purse,2
blend in blender,use almond milk,5
wash body,wash hair,9
put hair,use macadamia healing oil treatment in hair,2
use macadamia healing oil treatment in hair,wear hair,4
eat carb,eat food,3
add cheese,add egg,2
add egg,add to salad,2
drink in background,use cup,3
break surface of water,wear bra,2
use product,work eraser on deodorant stain,2
use blush,use brush,6
put on cheekbone,use blush,3
lift weight,use blush,2
drive traffic to people,put story,4
add to post,put story,2
put story,squish in hand,2
put hashtag,put story,3
add to post,drive traffic to people,2
drive traffic to people,squish in hand,2
drive traffic to people,put hashtag,2
add to post,put hashtag,2
put hashtag,squish in hand,2
put hashtag,use wipe on eye,2
put story,use location feature,4
put story,use benefit,2
use benefit,use location feature,3
add picture,use preset,2
hold phone,open window,2
drive in car,drive traffic to people,2
use head for dandruff,use shampoo,2
spread message,use of gadget,2
raise awareness,use of gadget,2
wear skirt,work sweat,2
cut denim,wear skirt,4
sleep on side,wear makeup,2
put hand,use straw,2
add to bath,clean bathtub,4
put dimmer,sleep through night,2
pack bag,work way,2
brush tooth,eat chip,3
eat chip,use mouthwash,3
eat chip,wash knob in water,3
eat chip,stick chest,3
paint nail,use color,3
fill with treat jewelry nail polish,paint nail,2
clean shoe,fill with castile soap,5
clean shoe,use laundry detergent,3
clean shoe,use soap,3
fill with castile soap,use laundry detergent,2
fill with castile soap,use soap,3
clean shoe,put shoe,2
add vinegar,use hydrogen peroxide,5
use baking soda,use hydrogen peroxide,5
add vinegar,use baking soda,5
brush tooth,use baking soda,2
clean baseboard,use soap,2
put shoe,use soap,2
clean baseboard,put shoe,2
read book,set for hour,2
add kappa,pay dollar,2
drink glass of water,eat in day,12
use almond butter,use banana,6
add fat,use banana,8
add peanut butter,use banana,9
add cinnamon,use banana,6
add fat,use almond butter,3
add cinnamon,use almond butter,6
use almond butter,use chocolate chip,3
add fat,add peanut butter,4
add cinnamon,add fat,6
add peanut butter,use chocolate chip,5
add curl,use brow gel,2
combine food group in effort,use hummus,3
add moisture,use moisturizer,2
put under eye,use eye cream,3
use eye cream,use serum,2
dust blind,write list,2
add water,wash hand,2
add peanut butter,use for table scape,2
add peanut butter,add water,2
put music,work way,2
add picture,use effect for background music,2
put shoe,use platform,2
add accessory,wear bra,3
eat breakfast,eat in day,3
add text,use app,3
put music,set camera,2
put music,put on top,2
wear pant,work sweat,2
put pant,wear pant,2
close window,open window,3
use for time,use water,2
clean baseboard,wash makeup brush,2
use water,wash makeup brush,3
clean baseboard,use water,6
throw in water,use water,5
add olive oil,massage into skin,2
massage into skin,use oil on skin,3
massage into skin,use oil,3
clean baseboard,use oil on skin,2
use oil,use oil on skin,5
use oil on skin,use sunflower seed,2
use sunflower seed,use tablespoon,2
use almond butter,use tablespoon,3
use avocado oil,use tablespoon,2
use almond butter,use avocado oil,2
open pore,use tablespoon,2
remove skin,use tablespoon,3
open pore,remove skin,2
add tablespoon of water,open pore,2
put nut,use aloe vera,2
rub under eye,use aloe vera,2
use aloe vera,use finger,2
use aloe vera,use tablespoon,2
add sugar,use aloe vera,2
add sugar,use finger,2
add sugar,use tablespoon,2
use castor oil,use tablespoon,2
wear jacket,work sweat,2
clean vent around house,use photo,2
wear on way,wear top,2
cook dish,eat throughout week,2
build desk,clean desk,2
use paper,use planner,3
roll of note,use planner,3
put pen,use planner,2
use notebook,use planner,3
connect of medium account,put name,2
wear makeup,wear outfit,3
fold jean,put under belt,2
put tan,use mitt,3
drive to school,wear dress,2
wear dress,wear heel,2
spread message,use platform,2
brush tooth,use water,4
eat meat,use bag,2
use bag,use bulb,2
drive to gym,use bag,2
drive to gym,use bulb,2
put energy,work way,2
open window,work way,5
put in room,work from home,2
clean room,work from home,2
clean room,put in room,2
put in caption,use filter,3
use filter,use for while,3
use filter,use photo,3
